_from,_to,amount,timestamp,txn_type,scenario
bank_account/acct_42_000018,bank_account/acct_42_000254,101570.09,2025-12-20T06:59:54.108161Z,IMPS,background
bank_account/acct_42_000244,bank_account/acct_42_000155,156330.21,2025-12-05T11:10:54.108161Z,NEFT,background
bank_account/acct_42_000028,bank_account/acct_42_000013,154745.29,2025-12-10T12:15:54.108161Z,IMPS,background
bank_account/acct_42_000349,bank_account/acct_42_000350,147610.92,2025-12-26T02:29:54.108161Z,NEFT,background
bank_account/acct_42_000198,bank_account/acct_42_000392,75507.84,2026-01-22T04:16:54.108161Z,IMPS,background
bank_account/acct_42_000281,bank_account/acct_42_000070,23205.08,2026-01-22T21:56:54.108161Z,UPI,background
bank_account/acct_42_000180,bank_account/acct_42_000099,68690.81,2025-12-03T16:58:54.108161Z,RTGS,background
bank_account/acct_42_000118,bank_account/acct_42_000047,117764.63,2026-01-16T04:51:54.108161Z,NEFT,background
bank_account/acct_42_000410,bank_account/acct_42_000007,174663.84,2026-01-15T17:00:54.108161Z,NEFT,background
bank_account/acct_42_000029,bank_account/acct_42_000064,87767.32,2026-01-12T17:27:54.108161Z,UPI,background
bank_account/acct_42_000179,bank_account/acct_42_000308,131076.27,2026-01-15T08:58:54.108161Z,RTGS,background
bank_account/acct_42_000310,bank_account/acct_42_000203,95792.4,2026-01-22T20:32:54.108161Z,NEFT,background
bank_account/acct_42_000039,bank_account/acct_42_000128,187680.19,2026-01-17T02:03:54.108161Z,UPI,background
bank_account/acct_42_000439,bank_account/acct_42_000112,88764.01,2026-01-11T06:25:54.108161Z,UPI,background
bank_account/acct_42_000444,bank_account/acct_42_000334,48916.74,2025-12-04T09:49:54.108161Z,UPI,background
bank_account/acct_42_000357,bank_account/acct_42_000277,100738.74,2026-01-27T07:07:54.108161Z,IMPS,background
bank_account/acct_42_000361,bank_account/acct_42_000318,97292.92,2026-01-25T12:00:54.108161Z,RTGS,background
bank_account/acct_42_000430,bank_account/acct_42_000266,46184.13,2025-12-14T00:04:54.108161Z,RTGS,background
bank_account/acct_42_000062,bank_account/acct_42_000190,145009.66,2025-12-11T14:06:54.108161Z,NEFT,background
bank_account/acct_42_000120,bank_account/acct_42_000357,88111.45,2025-12-13T03:27:54.108161Z,NEFT,background
bank_account/acct_42_000010,bank_account/acct_42_000255,167281.41,2026-01-13T09:27:54.108161Z,IMPS,background
bank_account/acct_42_000153,bank_account/acct_42_000423,193022.79,2026-01-27T09:25:54.108161Z,IMPS,background
bank_account/acct_42_000253,bank_account/acct_42_000009,172568.28,2026-01-06T03:47:54.108161Z,NEFT,background
bank_account/acct_42_000114,bank_account/acct_42_000105,75927.46,2025-12-19T04:14:54.108161Z,NEFT,background
bank_account/acct_42_000338,bank_account/acct_42_000156,6358.09,2025-12-13T07:04:54.108161Z,NEFT,background
bank_account/acct_42_000311,bank_account/acct_42_000386,178644.56,2025-12-02T09:59:54.108161Z,RTGS,background
bank_account/acct_42_000387,bank_account/acct_42_000014,68254.78,2025-12-07T21:44:54.108161Z,IMPS,background
bank_account/acct_42_000443,bank_account/acct_42_000218,156544.27,2025-12-02T17:00:54.108161Z,NEFT,background
bank_account/acct_42_000283,bank_account/acct_42_000198,190499.47,2025-12-01T19:48:54.108161Z,UPI,background
bank_account/acct_42_000439,bank_account/acct_42_000273,92754.16,2025-12-24T23:33:54.108161Z,UPI,background
bank_account/acct_42_000083,bank_account/acct_42_000195,93519.76,2025-12-02T10:49:54.108161Z,RTGS,background
bank_account/acct_42_000007,bank_account/acct_42_000143,159937.83,2025-12-01T09:35:54.108161Z,NEFT,background
bank_account/acct_42_000127,bank_account/acct_42_000394,108606.63,2026-01-08T23:27:54.108161Z,IMPS,background
bank_account/acct_42_000019,bank_account/acct_42_000315,54926.55,2026-01-12T20:26:54.108161Z,UPI,background
bank_account/acct_42_000400,bank_account/acct_42_000334,162070.87,2025-12-23T18:31:54.108161Z,NEFT,background
bank_account/acct_42_000157,bank_account/acct_42_000291,132189.22,2025-12-08T09:55:54.108161Z,RTGS,background
bank_account/acct_42_000227,bank_account/acct_42_000236,3551.61,2026-01-30T03:01:54.108161Z,NEFT,background
bank_account/acct_42_000183,bank_account/acct_42_000245,127584.85,2025-12-26T11:30:54.108161Z,IMPS,background
bank_account/acct_42_000029,bank_account/acct_42_000296,187772.97,2026-01-12T22:07:54.108161Z,UPI,background
bank_account/acct_42_000032,bank_account/acct_42_000225,36042.8,2025-12-12T09:31:54.108161Z,UPI,background
bank_account/acct_42_000444,bank_account/acct_42_000253,25531.77,2025-12-21T12:59:54.108161Z,RTGS,background
bank_account/acct_42_000446,bank_account/acct_42_000316,131230.03,2026-01-16T15:02:54.108161Z,NEFT,background
bank_account/acct_42_000094,bank_account/acct_42_000350,101393.17,2026-01-01T23:09:54.108161Z,UPI,background
bank_account/acct_42_000021,bank_account/acct_42_000283,143499.8,2026-01-27T10:06:54.108161Z,UPI,background
bank_account/acct_42_000008,bank_account/acct_42_000347,169001.69,2025-12-07T06:53:54.108161Z,NEFT,background
bank_account/acct_42_000307,bank_account/acct_42_000120,70010.96,2026-01-26T01:38:54.108161Z,IMPS,background
bank_account/acct_42_000057,bank_account/acct_42_000261,15582.3,2026-01-17T07:49:54.108161Z,UPI,background
bank_account/acct_42_000424,bank_account/acct_42_000421,136235.15,2026-01-25T21:02:54.108161Z,IMPS,background
bank_account/acct_42_000448,bank_account/acct_42_000144,28701.59,2026-01-09T22:13:54.108161Z,UPI,background
bank_account/acct_42_000171,bank_account/acct_42_000208,179488.71,2026-01-07T02:53:54.108161Z,UPI,background
bank_account/acct_42_000318,bank_account/acct_42_000015,32146.53,2026-01-28T09:01:54.108161Z,RTGS,background
bank_account/acct_42_000302,bank_account/acct_42_000013,21335.8,2026-01-17T08:15:54.108161Z,UPI,background
bank_account/acct_42_000110,bank_account/acct_42_000193,166162.28,2026-01-27T20:31:54.108161Z,RTGS,background
bank_account/acct_42_000195,bank_account/acct_42_000390,199564.39,2026-01-25T16:18:54.108161Z,RTGS,background
bank_account/acct_42_000289,bank_account/acct_42_000257,199562.81,2025-12-21T00:14:54.108161Z,IMPS,background
bank_account/acct_42_000275,bank_account/acct_42_000375,24336.35,2025-12-05T00:56:54.108161Z,NEFT,background
bank_account/acct_42_000310,bank_account/acct_42_000241,131873.63,2025-12-28T03:53:54.108161Z,UPI,background
bank_account/acct_42_000137,bank_account/acct_42_000099,167218.19,2026-01-12T10:37:54.108161Z,UPI,background
bank_account/acct_42_000124,bank_account/acct_42_000409,153551.92,2026-01-07T11:04:54.108161Z,IMPS,background
bank_account/acct_42_000161,bank_account/acct_42_000383,194482.13,2025-12-17T10:43:54.108161Z,IMPS,background
bank_account/acct_42_000375,bank_account/acct_42_000209,72440.04,2026-01-07T23:49:54.108161Z,NEFT,background
bank_account/acct_42_000185,bank_account/acct_42_000334,96882.49,2026-01-16T03:37:54.108161Z,IMPS,background
bank_account/acct_42_000117,bank_account/acct_42_000291,165581.44,2026-01-22T00:35:54.108161Z,RTGS,background
bank_account/acct_42_000397,bank_account/acct_42_000208,134853.61,2025-12-19T14:14:54.108161Z,UPI,background
bank_account/acct_42_000407,bank_account/acct_42_000146,68380.2,2026-01-23T16:10:54.108161Z,IMPS,background
bank_account/acct_42_000215,bank_account/acct_42_000258,196651.23,2025-12-25T02:04:54.108161Z,RTGS,background
bank_account/acct_42_000092,bank_account/acct_42_000448,90868.42,2026-01-20T14:49:54.108161Z,IMPS,background
bank_account/acct_42_000134,bank_account/acct_42_000391,110960.3,2025-12-02T02:54:54.108161Z,NEFT,background
bank_account/acct_42_000064,bank_account/acct_42_000445,6911.73,2026-01-03T18:07:54.108161Z,RTGS,background
bank_account/acct_42_000037,bank_account/acct_42_000067,103027.93,2025-12-28T05:42:54.108161Z,IMPS,background
bank_account/acct_42_000181,bank_account/acct_42_000065,80523.27,2025-12-26T10:42:54.108161Z,UPI,background
bank_account/acct_42_000060,bank_account/acct_42_000172,179495.52,2025-12-04T07:27:54.108161Z,NEFT,background
bank_account/acct_42_000369,bank_account/acct_42_000023,14843.13,2025-12-03T06:50:54.108161Z,IMPS,background
bank_account/acct_42_000209,bank_account/acct_42_000322,90005.77,2025-12-08T04:04:54.108161Z,UPI,background
bank_account/acct_42_000387,bank_account/acct_42_000244,140052.73,2025-12-15T12:41:54.108161Z,NEFT,background
bank_account/acct_42_000077,bank_account/acct_42_000003,118751.3,2026-01-06T19:56:54.108161Z,IMPS,background
bank_account/acct_42_000194,bank_account/acct_42_000164,87773.55,2025-12-28T22:52:54.108161Z,UPI,background
bank_account/acct_42_000395,bank_account/acct_42_000049,46529.48,2025-12-30T07:18:54.108161Z,NEFT,background
bank_account/acct_42_000288,bank_account/acct_42_000265,179470.59,2025-12-24T01:36:54.108161Z,IMPS,background
bank_account/acct_42_000146,bank_account/acct_42_000165,76875.14,2025-12-13T12:51:54.108161Z,RTGS,background
bank_account/acct_42_000021,bank_account/acct_42_000416,189016.03,2025-12-05T11:45:54.108161Z,IMPS,background
bank_account/acct_42_000265,bank_account/acct_42_000142,115070.05,2025-12-22T08:13:54.108161Z,NEFT,background
bank_account/acct_42_000177,bank_account/acct_42_000145,33201.95,2026-01-12T09:36:54.108161Z,IMPS,background
bank_account/acct_42_000224,bank_account/acct_42_000114,177081.3,2026-01-12T10:05:54.108161Z,NEFT,background
bank_account/acct_42_000118,bank_account/acct_42_000341,55797.88,2026-01-24T11:53:54.108161Z,RTGS,background
bank_account/acct_42_000014,bank_account/acct_42_000306,180518.01,2025-12-04T00:31:54.108161Z,RTGS,background
bank_account/acct_42_000003,bank_account/acct_42_000250,166517.65,2026-01-29T06:20:54.108161Z,RTGS,background
bank_account/acct_42_000144,bank_account/acct_42_000292,85357.86,2026-01-02T01:10:54.108161Z,RTGS,background
bank_account/acct_42_000425,bank_account/acct_42_000232,59058.82,2026-01-23T14:51:54.108161Z,IMPS,background
bank_account/acct_42_000221,bank_account/acct_42_000252,52685.0,2025-12-06T14:16:54.108161Z,UPI,background
bank_account/acct_42_000374,bank_account/acct_42_000342,23380.88,2026-01-08T16:15:54.108161Z,RTGS,background
bank_account/acct_42_000372,bank_account/acct_42_000038,65490.43,2025-12-29T07:30:54.108161Z,UPI,background
bank_account/acct_42_000232,bank_account/acct_42_000322,147130.8,2025-12-18T16:25:54.108161Z,UPI,background
bank_account/acct_42_000019,bank_account/acct_42_000221,20177.72,2025-12-16T01:09:54.108161Z,UPI,background
bank_account/acct_42_000097,bank_account/acct_42_000430,111678.24,2025-12-07T21:34:54.108161Z,NEFT,background
bank_account/acct_42_000324,bank_account/acct_42_000321,1693.32,2026-01-21T22:56:54.108161Z,IMPS,background
bank_account/acct_42_000446,bank_account/acct_42_000112,134702.19,2026-01-14T02:54:54.108161Z,RTGS,background
bank_account/acct_42_000248,bank_account/acct_42_000416,37502.26,2025-12-30T09:18:54.108161Z,RTGS,background
bank_account/acct_42_000101,bank_account/acct_42_000325,175185.2,2025-12-01T01:19:54.108161Z,RTGS,background
bank_account/acct_42_000001,bank_account/acct_42_000222,13545.53,2025-12-25T22:05:54.108161Z,RTGS,background
bank_account/acct_42_000363,bank_account/acct_42_000091,7858.66,2025-12-17T09:58:54.108161Z,IMPS,background
bank_account/acct_42_000323,bank_account/acct_42_000298,47019.69,2026-01-08T02:25:54.108161Z,RTGS,background
bank_account/acct_42_000449,bank_account/acct_42_000153,168154.3,2025-12-05T08:58:54.108161Z,IMPS,background
bank_account/acct_42_000250,bank_account/acct_42_000407,126042.5,2025-12-23T06:45:54.108161Z,IMPS,background
bank_account/acct_42_000151,bank_account/acct_42_000049,43864.21,2025-12-05T09:08:54.108161Z,IMPS,background
bank_account/acct_42_000228,bank_account/acct_42_000166,49554.51,2026-01-03T14:59:54.108161Z,RTGS,background
bank_account/acct_42_000237,bank_account/acct_42_000163,132156.51,2026-01-07T19:09:54.108161Z,IMPS,background
bank_account/acct_42_000360,bank_account/acct_42_000065,154758.99,2025-12-31T02:15:54.108161Z,IMPS,background
bank_account/acct_42_000351,bank_account/acct_42_000120,5889.61,2026-01-13T01:37:54.108161Z,RTGS,background
bank_account/acct_42_000435,bank_account/acct_42_000400,81860.26,2025-12-26T07:55:54.108161Z,UPI,background
bank_account/acct_42_000345,bank_account/acct_42_000162,82304.69,2025-12-10T03:51:54.108161Z,IMPS,background
bank_account/acct_42_000204,bank_account/acct_42_000133,182482.51,2026-01-13T02:22:54.108161Z,RTGS,background
bank_account/acct_42_000173,bank_account/acct_42_000325,163723.06,2026-01-11T03:40:54.108161Z,IMPS,background
bank_account/acct_42_000113,bank_account/acct_42_000293,175136.83,2025-12-27T11:54:54.108161Z,NEFT,background
bank_account/acct_42_000314,bank_account/acct_42_000312,66003.87,2025-12-23T00:31:54.108161Z,NEFT,background
bank_account/acct_42_000369,bank_account/acct_42_000010,160502.33,2026-01-25T07:34:54.108161Z,UPI,background
bank_account/acct_42_000283,bank_account/acct_42_000032,131020.82,2025-12-28T11:45:54.108161Z,UPI,background
bank_account/acct_42_000274,bank_account/acct_42_000101,197044.94,2025-12-08T00:39:54.108161Z,IMPS,background
bank_account/acct_42_000440,bank_account/acct_42_000367,45943.96,2025-12-10T13:26:54.108161Z,UPI,background
bank_account/acct_42_000169,bank_account/acct_42_000211,43201.46,2025-12-15T10:27:54.108161Z,NEFT,background
bank_account/acct_42_000018,bank_account/acct_42_000432,4103.67,2025-12-01T00:58:54.108161Z,NEFT,background
bank_account/acct_42_000256,bank_account/acct_42_000203,158289.56,2026-01-28T13:35:54.108161Z,UPI,background
bank_account/acct_42_000154,bank_account/acct_42_000012,46078.05,2025-12-11T19:27:54.108161Z,RTGS,background
bank_account/acct_42_000017,bank_account/acct_42_000139,150008.09,2025-12-09T06:03:54.108161Z,IMPS,background
bank_account/acct_42_000067,bank_account/acct_42_000418,148131.09,2026-01-13T16:03:54.108161Z,NEFT,background
bank_account/acct_42_000037,bank_account/acct_42_000258,144450.36,2025-12-13T04:46:54.108161Z,NEFT,background
bank_account/acct_42_000007,bank_account/acct_42_000380,166067.28,2025-12-23T13:46:54.108161Z,NEFT,background
bank_account/acct_42_000376,bank_account/acct_42_000301,158544.74,2026-01-17T22:16:54.108161Z,UPI,background
bank_account/acct_42_000401,bank_account/acct_42_000165,85088.03,2025-12-14T18:09:54.108161Z,UPI,background
bank_account/acct_42_000140,bank_account/acct_42_000234,40613.07,2026-01-13T20:33:54.108161Z,IMPS,background
bank_account/acct_42_000192,bank_account/acct_42_000149,85963.96,2026-01-16T05:04:54.108161Z,UPI,background
bank_account/acct_42_000247,bank_account/acct_42_000145,181542.38,2025-12-27T01:39:54.108161Z,RTGS,background
bank_account/acct_42_000195,bank_account/acct_42_000008,198631.48,2025-12-15T05:30:54.108161Z,UPI,background
bank_account/acct_42_000390,bank_account/acct_42_000279,142944.29,2026-01-02T11:18:54.108161Z,NEFT,background
bank_account/acct_42_000203,bank_account/acct_42_000394,46499.9,2026-01-07T02:40:54.108161Z,NEFT,background
bank_account/acct_42_000329,bank_account/acct_42_000159,66553.85,2025-12-09T21:26:54.108161Z,NEFT,background
bank_account/acct_42_000048,bank_account/acct_42_000287,33934.22,2025-12-06T02:13:54.108161Z,RTGS,background
bank_account/acct_42_000042,bank_account/acct_42_000072,80698.7,2025-12-08T02:47:54.108161Z,RTGS,background
bank_account/acct_42_000030,bank_account/acct_42_000392,98734.21,2026-01-04T08:19:54.108161Z,UPI,background
bank_account/acct_42_000427,bank_account/acct_42_000077,7398.29,2025-12-16T23:39:54.108161Z,IMPS,background
bank_account/acct_42_000446,bank_account/acct_42_000002,53702.16,2026-01-16T23:45:54.108161Z,IMPS,background
bank_account/acct_42_000279,bank_account/acct_42_000255,62671.93,2025-12-20T10:54:54.108161Z,UPI,background
bank_account/acct_42_000236,bank_account/acct_42_000362,96650.97,2025-12-26T16:10:54.108161Z,NEFT,background
bank_account/acct_42_000217,bank_account/acct_42_000358,15593.14,2026-01-22T18:29:54.108161Z,RTGS,background
bank_account/acct_42_000266,bank_account/acct_42_000383,24383.39,2026-01-18T04:00:54.108161Z,NEFT,background
bank_account/acct_42_000019,bank_account/acct_42_000217,99087.39,2025-12-21T01:02:54.108161Z,IMPS,background
bank_account/acct_42_000071,bank_account/acct_42_000383,174855.59,2026-01-04T05:19:54.108161Z,NEFT,background
bank_account/acct_42_000151,bank_account/acct_42_000060,87152.33,2026-01-11T19:51:54.108161Z,UPI,background
bank_account/acct_42_000267,bank_account/acct_42_000165,123058.59,2026-01-06T23:42:54.108161Z,RTGS,background
bank_account/acct_42_000072,bank_account/acct_42_000148,104697.92,2026-01-16T21:59:54.108161Z,UPI,background
bank_account/acct_42_000265,bank_account/acct_42_000309,50322.75,2026-01-01T11:45:54.108161Z,UPI,background
bank_account/acct_42_000382,bank_account/acct_42_000368,199237.69,2025-12-02T14:19:54.108161Z,RTGS,background
bank_account/acct_42_000268,bank_account/acct_42_000366,165898.66,2026-01-30T08:06:54.108161Z,IMPS,background
bank_account/acct_42_000091,bank_account/acct_42_000076,94151.64,2026-01-30T08:18:54.108161Z,RTGS,background
bank_account/acct_42_000102,bank_account/acct_42_000355,18860.18,2026-01-01T07:39:54.108161Z,NEFT,background
bank_account/acct_42_000031,bank_account/acct_42_000319,93791.95,2026-01-20T16:40:54.108161Z,UPI,background
bank_account/acct_42_000325,bank_account/acct_42_000286,176680.3,2026-01-07T21:29:54.108161Z,NEFT,background
bank_account/acct_42_000098,bank_account/acct_42_000140,56909.1,2025-12-03T04:24:54.108161Z,UPI,background
bank_account/acct_42_000188,bank_account/acct_42_000319,153421.07,2025-12-02T10:15:54.108161Z,RTGS,background
bank_account/acct_42_000039,bank_account/acct_42_000303,30569.12,2025-12-15T11:33:54.108161Z,UPI,background
bank_account/acct_42_000091,bank_account/acct_42_000134,112775.59,2026-01-22T01:07:54.108161Z,IMPS,background
bank_account/acct_42_000169,bank_account/acct_42_000294,154418.54,2025-12-23T22:18:54.108161Z,UPI,background
bank_account/acct_42_000413,bank_account/acct_42_000377,174280.18,2025-12-19T02:47:54.108161Z,RTGS,background
bank_account/acct_42_000086,bank_account/acct_42_000001,156694.65,2026-01-17T15:49:54.108161Z,RTGS,background
bank_account/acct_42_000073,bank_account/acct_42_000084,95145.25,2026-01-30T07:54:54.108161Z,NEFT,background
bank_account/acct_42_000026,bank_account/acct_42_000070,102389.88,2026-01-02T04:25:54.108161Z,IMPS,background
bank_account/acct_42_000167,bank_account/acct_42_000154,100124.98,2026-01-23T10:43:54.108161Z,IMPS,background
bank_account/acct_42_000193,bank_account/acct_42_000396,77167.42,2025-12-31T06:49:54.108161Z,UPI,background
bank_account/acct_42_000429,bank_account/acct_42_000267,63462.69,2026-01-24T22:17:54.108161Z,RTGS,background
bank_account/acct_42_000085,bank_account/acct_42_000324,166737.63,2025-12-16T14:04:54.108161Z,IMPS,background
bank_account/acct_42_000286,bank_account/acct_42_000226,98069.69,2025-12-11T10:23:54.108161Z,NEFT,background
bank_account/acct_42_000285,bank_account/acct_42_000222,130453.22,2026-01-19T18:05:54.108161Z,UPI,background
bank_account/acct_42_000437,bank_account/acct_42_000238,154171.88,2026-01-08T04:28:54.108161Z,RTGS,background
bank_account/acct_42_000315,bank_account/acct_42_000286,175271.34,2025-12-03T12:25:54.108161Z,IMPS,background
bank_account/acct_42_000191,bank_account/acct_42_000091,186645.17,2026-01-30T12:15:54.108161Z,IMPS,background
bank_account/acct_42_000184,bank_account/acct_42_000269,39058.23,2025-12-24T08:21:54.108161Z,UPI,background
bank_account/acct_42_000048,bank_account/acct_42_000188,183169.84,2025-12-29T18:30:54.108161Z,UPI,background
bank_account/acct_42_000017,bank_account/acct_42_000331,55062.79,2025-12-31T05:21:54.108161Z,NEFT,background
bank_account/acct_42_000356,bank_account/acct_42_000360,50682.29,2025-12-21T16:59:54.108161Z,NEFT,background
bank_account/acct_42_000441,bank_account/acct_42_000367,185522.21,2025-12-22T21:22:54.108161Z,IMPS,background
bank_account/acct_42_000251,bank_account/acct_42_000088,94742.34,2025-12-05T20:50:54.108161Z,NEFT,background
bank_account/acct_42_000019,bank_account/acct_42_000189,5864.51,2025-12-04T13:43:54.108161Z,RTGS,background
bank_account/acct_42_000445,bank_account/acct_42_000435,26416.48,2026-01-04T14:52:54.108161Z,NEFT,background
bank_account/acct_42_000227,bank_account/acct_42_000326,142147.11,2026-01-10T15:37:54.108161Z,UPI,background
bank_account/acct_42_000436,bank_account/acct_42_000099,131055.53,2025-12-14T18:22:54.108161Z,UPI,background
bank_account/acct_42_000428,bank_account/acct_42_000344,169661.18,2026-01-10T13:10:54.108161Z,UPI,background
bank_account/acct_42_000264,bank_account/acct_42_000007,188114.98,2026-01-05T04:44:54.108161Z,NEFT,background
bank_account/acct_42_000033,bank_account/acct_42_000098,165027.0,2025-12-29T13:54:54.108161Z,UPI,background
bank_account/acct_42_000042,bank_account/acct_42_000088,88735.43,2026-01-12T22:10:54.108161Z,RTGS,background
bank_account/acct_42_000352,bank_account/acct_42_000258,81909.38,2025-12-21T18:50:54.108161Z,UPI,background
bank_account/acct_42_000140,bank_account/acct_42_000287,70201.89,2026-01-09T03:02:54.108161Z,NEFT,background
bank_account/acct_42_000289,bank_account/acct_42_000237,17723.57,2025-12-03T15:51:54.108161Z,RTGS,background
bank_account/acct_42_000373,bank_account/acct_42_000044,37213.21,2025-12-23T21:33:54.108161Z,NEFT,background
bank_account/acct_42_000392,bank_account/acct_42_000086,157768.46,2026-01-16T21:10:54.108161Z,UPI,background
bank_account/acct_42_000235,bank_account/acct_42_000041,175451.96,2025-12-01T10:31:54.108161Z,UPI,background
bank_account/acct_42_000428,bank_account/acct_42_000348,128499.25,2025-12-04T12:25:54.108161Z,RTGS,background
bank_account/acct_42_000158,bank_account/acct_42_000027,75924.16,2026-01-12T12:52:54.108161Z,UPI,background
bank_account/acct_42_000071,bank_account/acct_42_000289,63176.64,2026-01-16T12:31:54.108161Z,UPI,background
bank_account/acct_42_000102,bank_account/acct_42_000090,195857.71,2026-01-13T19:08:54.108161Z,IMPS,background
bank_account/acct_42_000135,bank_account/acct_42_000047,98028.14,2025-12-24T06:32:54.108161Z,UPI,background
bank_account/acct_42_000395,bank_account/acct_42_000328,104656.24,2025-12-07T21:24:54.108161Z,RTGS,background
bank_account/acct_42_000018,bank_account/acct_42_000427,117086.07,2026-01-21T00:35:54.108161Z,RTGS,background
bank_account/acct_42_000359,bank_account/acct_42_000222,69449.61,2025-12-09T19:40:54.108161Z,UPI,background
bank_account/acct_42_000106,bank_account/acct_42_000175,139960.8,2025-12-29T00:07:54.108161Z,UPI,background
bank_account/acct_42_000046,bank_account/acct_42_000262,154704.46,2026-01-14T11:30:54.108161Z,IMPS,background
bank_account/acct_42_000133,bank_account/acct_42_000016,184391.68,2025-12-27T20:28:54.108161Z,RTGS,background
bank_account/acct_42_000243,bank_account/acct_42_000071,93502.65,2026-01-10T06:14:54.108161Z,IMPS,background
bank_account/acct_42_000337,bank_account/acct_42_000301,180264.85,2026-01-09T19:00:54.108161Z,NEFT,background
bank_account/acct_42_000322,bank_account/acct_42_000183,173878.89,2026-01-30T13:31:54.108161Z,IMPS,background
bank_account/acct_42_000243,bank_account/acct_42_000171,67400.7,2025-12-04T15:31:54.108161Z,RTGS,background
bank_account/acct_42_000183,bank_account/acct_42_000156,32632.85,2025-12-27T12:35:54.108161Z,NEFT,background
bank_account/acct_42_000224,bank_account/acct_42_000414,123360.8,2025-12-23T23:17:54.108161Z,IMPS,background
bank_account/acct_42_000374,bank_account/acct_42_000204,94767.06,2026-01-15T10:19:54.108161Z,UPI,background
bank_account/acct_42_000307,bank_account/acct_42_000172,96563.26,2026-01-05T08:42:54.108161Z,NEFT,background
bank_account/acct_42_000449,bank_account/acct_42_000119,152658.28,2025-12-04T01:38:54.108161Z,NEFT,background
bank_account/acct_42_000215,bank_account/acct_42_000218,154837.08,2025-12-25T05:16:54.108161Z,NEFT,background
bank_account/acct_42_000083,bank_account/acct_42_000262,33360.31,2026-01-10T22:34:54.108161Z,RTGS,background
bank_account/acct_42_000290,bank_account/acct_42_000384,27995.89,2025-12-19T07:34:54.108161Z,NEFT,background
bank_account/acct_42_000046,bank_account/acct_42_000158,158593.4,2026-01-21T07:08:54.108161Z,IMPS,background
bank_account/acct_42_000202,bank_account/acct_42_000084,92171.49,2025-12-19T13:54:54.108161Z,RTGS,background
bank_account/acct_42_000088,bank_account/acct_42_000154,61574.6,2026-01-19T10:53:54.108161Z,RTGS,background
bank_account/acct_42_000223,bank_account/acct_42_000046,144854.46,2026-01-20T19:34:54.108161Z,UPI,background
bank_account/acct_42_000002,bank_account/acct_42_000244,31950.03,2026-01-24T02:52:54.108161Z,IMPS,background
bank_account/acct_42_000357,bank_account/acct_42_000108,182575.33,2025-12-19T06:06:54.108161Z,IMPS,background
bank_account/acct_42_000361,bank_account/acct_42_000124,152634.93,2026-01-24T05:43:54.108161Z,RTGS,background
bank_account/acct_42_000162,bank_account/acct_42_000390,187058.95,2026-01-05T07:47:54.108161Z,UPI,background
bank_account/acct_42_000419,bank_account/acct_42_000345,146101.38,2026-01-02T22:34:54.108161Z,IMPS,background
bank_account/acct_42_000273,bank_account/acct_42_000036,69438.75,2025-12-18T22:55:54.108161Z,NEFT,background
bank_account/acct_42_000113,bank_account/acct_42_000311,35714.19,2026-01-15T06:21:54.108161Z,UPI,background
bank_account/acct_42_000174,bank_account/acct_42_000256,164665.3,2025-12-21T22:29:54.108161Z,IMPS,background
bank_account/acct_42_000039,bank_account/acct_42_000330,46091.69,2025-12-30T12:32:54.108161Z,NEFT,background
bank_account/acct_42_000108,bank_account/acct_42_000154,87136.59,2026-01-09T05:50:54.108161Z,RTGS,background
bank_account/acct_42_000217,bank_account/acct_42_000077,57064.33,2026-01-05T19:54:54.108161Z,IMPS,background
bank_account/acct_42_000017,bank_account/acct_42_000133,191706.7,2026-01-04T12:49:54.108161Z,RTGS,background
bank_account/acct_42_000203,bank_account/acct_42_000349,103517.98,2026-01-24T03:04:54.108161Z,NEFT,background
bank_account/acct_42_000177,bank_account/acct_42_000351,146560.86,2025-12-20T05:08:54.108161Z,NEFT,background
bank_account/acct_42_000082,bank_account/acct_42_000163,25835.03,2025-12-29T05:50:54.108161Z,IMPS,background
bank_account/acct_42_000005,bank_account/acct_42_000248,130798.07,2025-12-19T05:14:54.108161Z,IMPS,background
bank_account/acct_42_000394,bank_account/acct_42_000027,60660.61,2026-01-13T21:18:54.108161Z,NEFT,background
bank_account/acct_42_000309,bank_account/acct_42_000413,160503.44,2026-01-02T01:48:54.108161Z,UPI,background
bank_account/acct_42_000399,bank_account/acct_42_000242,142433.49,2025-12-07T00:41:54.108161Z,UPI,background
bank_account/acct_42_000057,bank_account/acct_42_000402,35850.03,2026-01-03T00:48:54.108161Z,IMPS,background
bank_account/acct_42_000445,bank_account/acct_42_000345,16093.82,2026-01-30T07:26:54.108161Z,UPI,background
bank_account/acct_42_000101,bank_account/acct_42_000263,162585.74,2025-12-15T03:25:54.108161Z,IMPS,background
bank_account/acct_42_000024,bank_account/acct_42_000237,56414.62,2026-01-23T02:14:54.108161Z,IMPS,background
bank_account/acct_42_000187,bank_account/acct_42_000025,177844.27,2025-12-18T06:20:54.108161Z,UPI,background
bank_account/acct_42_000217,bank_account/acct_42_000172,135031.76,2025-12-12T18:08:54.108161Z,UPI,background
bank_account/acct_42_000091,bank_account/acct_42_000150,71441.38,2026-01-29T03:42:54.108161Z,UPI,background
bank_account/acct_42_000152,bank_account/acct_42_000325,7219.45,2026-01-23T06:45:54.108161Z,NEFT,background
bank_account/acct_42_000272,bank_account/acct_42_000378,79303.29,2026-01-19T16:04:54.108161Z,NEFT,background
